1	123456789	1111111111	1111111111	OK	Colleague P1.7	212	20120921	095254
2	111111111	1234567890	1234567899	NG	Colleague P1.7	212	20120921	095443
3	132456789	1212121212	2121212122	NG	Colleague P1.7	212	20120921	095638
4	111111111	2222222222	3333333333	NG	Colleague P1.7	212	20120921	095724
5	222222222	2222222222	3333333333	NG	Colleague P1.7	212	20120921	100021
6	123456789	2121212121	2222222222	NG	Colleague P1.7	212	20120921	100106
7	123456789	1111111111	2222222222	NG	Colleague P1.7	212	20120921	100256
8	123456789	2222222222	2222222222	OK	Colleague P1.7	212	20120921	100314
9	212121212	2222222222	3333333333	NG	Colleague P1.7	212	20120921	100417
10	212121212	2121212121	2121212121	OK	Colleague P1.7	212	20120921	100426
11	212121212	2222222222	2222222221	NG	Colleague P1.7	212	20120921	100436
12	212121212	1212121212	2121212121	NG	Colleague P1.7	212	20120921	102028
13	111111111	1111111111	1111111111	OK	Colleague P1.7	212	20120921	102038
14	111111111	1111111111	1111111111	OK	Colleague P1.7	212	20120921	102058
15	123456789	1212121212	1212121222	NG	Colleague P1.7	212	20120921	111636
16	222222222	2222222222	2222222222	OK	Colleague P1.7	212	20120921	111646
17	111111111	1111111111	1111111111	OK	Colleague P1.7	212	20120921	115846
18	121212121	1212121212	2222222222	NG	Colleague P1.7	212	20120921	121055
19	212121212	2121212121	2121212122	NG	Colleague P1.7	212	20120921	121503
20	121212121	1515151515	5151515151	NG	Colleague P1.7	212	20120921	121537
21	212121212	2121212121	2121212121	OK	Colleague P1.7	212	20120921	121553
22	333333333	3333333333	3333.33333	NG	Colleague P1.7	212	20120921	130229
23	323333333	3333333333	3333333333	OK	Colleague P1.7	212	20120921	130653
24	123456789	1234567990	1234567892	NG	Colleague P1.7	212	20120921	134535
25	123456789	1234567890	1234567890	OK	Colleague P1.7	212	20120921	134823
26	12345679*	1234646899	1321211221	NG	Colleague P1.7	212	20120921	154941
27	123456789	1234567890	1234567890	OK	Colleague P1.7	212	20120921	155902
28	112121212	1212121212	1212121212	OK	Colleague P1.7	212	20120921	160430
29	121212121	1212121212	2121212121	NG	Colleague P1.7	212	20120921	160531
30	212121212	2222222222	2222222222	OK	Colleague P1.7	212	20120921	160614
31	222222222	2222222222	2222222222	OK	Colleague P1.7	212	20120921	160636
32	121212121	1212121212	1212121212	OK	Colleague P1.7	212	20120921	160838
33	121212121	2121212121	1212121212	NG	Colleague P1.7	212	20120921	161058
34	222222222	2222222222	2222222222	OK	Colleague P1.7	212	20120921	161125
35	212121212	3333333333	3333333333	OK	Colleague P1.7	212	20120921	161246
36	212121212	2222222222	2222222222	OK	Colleague P1.7	212	20120921	161517
37	222222222	2222222222	2222222222	OK	Colleague P1.7	212	20120921	161541
38	222222222	2222222222	2222222222	OK	Colleague P1.7	212	20120921	161554
39	123131213	1212121212	2121212121	NG	Colleague P1.7	212	20120921	161606
40	122121212	2121212121	2121212121	OK	Colleague P1.7	212	20120921	163500
41	212121212	2121212121	2121212121	OK	Colleague P1.7	212	20120921	163526
42	121212121	1111111111	1111111111	OK	Colleague P1.7	212	20120921	163746
43	212122121	1212121212	2121212122	NG	Colleague P1.7	212	20120921	164601
44	123456789	1111111111	1111112222	NG	Colleague P1.7	212	20120921	164621
